Term;Overlap;P.value;Adjusted.P.value;Gene_count;Gene_ratio;Genes
Positive Regulation of Vasculature Development (GO:1904018);21/110;4,71029148360813e-07;4,18067090459756e-05;21;0,190909090909091;SEMA5A;RAMP2;PTGIS;HSPB6;ANXA3;TNFSF12;TIE1;GATA6;EMP2;GATA2;ETS1;AQP1;RHOB;CDH5;CXCL12;RRAS;HYAL1;KDR;TEK;CD34;SASH1
Extracellular Matrix Assembly (GO:0085029);9/21;6,91195622090674e-07;5,98871635425705e-05;9;0,428571428571429;MFAP4;RAMP2;TNXB;ELN;LTBP4;NTN4;MYH11;GAS6;FBLN5
Positive Regulation of Cellular Process (GO:0048522);66/647;8,14473969609636e-07;6,88969768968357e-05;66;0,102009273570325;CSF3;VIPR1;CSF3R;ITGAM;SLC44A4;CSF1;CITED2;FLT4;LRRK2;RTKN2;ITGB2;AREG;NCMAP;CXCL5;CXCL16;HYAL1;GPER1;LEPR;CCN5;KDR;CCN2;CCN1;IL6R;MFSD2A;TGM2;EDN1;EMP2;ACSL4;LIFR;GAB2;TGFBR2;CLDN5;TAL1;CEACAM6;IL3RA;IL6ST;HBEGF;CCL14;TNXB;MYRF;PLA2G1B;HPN;NEDD9;LPL;CST7;AIF1;LILRA5;C3;DPP4;DUOX1;SERTAD1;GRK5;SPOCK2;CXCR2;TPPP;CCL21;CAVIN1;LAMB2;TNFSF13;VEGFD;BMP5;BMP2;IL6;CXCL12;FGFR4;IL7R
Cellular Response to Low-Density Lipoprotein Particle Stimulus (GO:0071404);10/27;8,33049459593507e-07;6,88969768968357e-05;10;0,37037037037037;FCER1G;ITGB2;LPL;TXNIP;TREM2;PPARG;CD36;LDLR;TLR4;CES1
Receptor-mediated Endocytosis (GO:0006898);24/143;8,75378734843547e-07;7,07889603576815e-05;24;0,167832167832168;MSR1;RAMP2;CALCRL;ITGAM;FCER1G;RAMP3;CAV2;CAV1;ITGB2;SFTPD;ADRB2;FPR2;LYVE1;CXCL16;DPP4;MARCO;DMBT1;CXCR1;MRC1;CXCR2;CD36;SCARF1;LDLR;FOLR1
Synapse Pruning (GO:0098883);7/12;8,98890257052902e-07;7,11100357699024e-05;7;0,583333333333333;C1QB;C3;CX3CR1;C1QA;ITGAM;TREM2;C1QC
Cell Chemotaxis (GO:0060326);18/88;1,07213566836e-06;8,30106744077031e-05;18;0,204545454545455;SEMA5A;CCL14;CX3CR1;CCR1;DOCK4;CCL23;CCL21;GNA14;NR4A1;CXCL12;BIN2;CCRL2;AGTR1;AGR2;ACKR4;CCL18;ENG;HBEGF
Cell-matrix Adhesion (GO:0007160);21/116;1,17557842166258e-06;8,91235390922941e-05;21;0,181034482758621;FGA;ITGAM;CCL21;ITGB2;FGG;ITGA1;EMP2;SORBS1;NPNT;ITGAL;MSLN;LYVE1;FBLN5;SGCE;DLC1;ITGA8;SIGLEC1;CD34;FERMT2;FERMT3;ITGA9
Branching Morphogenesis of an Epithelial Tube (GO:0048754);12/41;1,22953331104302e-06;9,13116677323578e-05;12;0,292682926829268;DLL4;BMP2;NOTCH4;TIE1;KDR;NKX2-1;TCF21;SLIT2;NPNT;RASIP1;TGFBR2;ENG
Positive Regulation of Angiogenesis (GO:0045766);22/127;1,43127785651185e-06;0,000104168402396932;22;0,173228346456693;SEMA5A;RAMP2;CLIC3;PTGIS;HSPB6;ANXA3;TNFSF12;TIE1;GATA6;EMP2;GATA2;ETS1;AQP1;RHOB;CDH5;RRAS;HYAL1;KDR;TEK;CD34;SASH1;TGM2
Regulation of Cell Migration Involved in Sprouting Angiogenesis (GO:0090049);11/35;1,55789004586215e-06;0,000109880919029436;11;0,314285714285714;DLL4;TGFBR3;STARD13;MMRN1;MMRN2;RHOJ;KDR;GATA2;MEOX2;PTGS2;JCAD
Positive Regulation of T Cell Activation (GO:0050870);21/118;1,5701587770076e-06;0,000109880919029436;21;0,177966101694915;HLA-DRB5;DOCK8;AIF1;SIRPB1;IL6;HLA-DMA;PTPRC;HLA-DMB;HLA-DPB1;HLA-DRA;CCL2;NCKAP1L;HLA-DOA;IL6ST;IL7R;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB2;HLA-DPA1;HLA-DQB1
Negative Regulation of Vascular Permeability (GO:0043116);7/13;1,85522852981431e-06;0,000127380690943288;7;0,538461538461538;CLDN5;RAMP2;ANGPT1;DDAH1;PDE2A;SLIT2;FERMT2
Complement Activation, Classical Pathway (GO:0006958);6/9;1,93501891008815e-06;0,000130398774329829;6;0,666666666666667;C1QB;C3;C1QA;C5;C1QC;C2
Defense Response to Bacterium (GO:0042742);32/236;2,03642424723904e-06;0,000134737233376416;32;0,135593220338983;COLEC12;PLA2G1B;TREM2;FPR2;NLRC4;CFP;RASGRP4;AQP1;JCHAIN;SPN;DMBT1;CTSG;IL6R;CAMP;GBP4;IL33;SLC15A2;ANXA3;SLC11A1;RARRES2;SFTPD;PLA2G2A;LYZ;RNASE1;MPEG1;HLA-E;SELP;FGR;IL6;SLPI;ANG;TLR4
Regulation of Cell Population Proliferation (GO:0042127);74/777;2,37033680038602e-06;0,000154029564582227;74;0,0952380952380952;ACVRL1;BTG2;CSF3;VIPR1;CSF3R;CSF1;FLT4;ELN;WWC2;RTKN2;ADARB1;AREG;ETS1;CLU;CXCL5;ADAMTS1;GPER1;RPS6KA2;LEPR;KDR;ADAMTS8;IL6R;TNS2;EDN1;ITGA1;GKN2;EMP2;LIFR;GAB2;SSTR1;TENT5B;TGFBR2;CLDN5;KAT2B;AZGP1;CLDN3;DDAH1;CEACAM6;SFRP5;MMRN2;IL3RA;COL4A3;AGTR1;IL6ST;ENG;HBEGF;KANK2;CCL14;PLA2G1B;AIF1;DPP4;DLL4;SERTAD1;GRK5;CXCR2;CCL23;JUND;TNFSF13;VEGFD;TBX5;SMAD6;ALOX15B;BMP5;FABP3;BMP2;IL6;RGCC;NR4A3;BCL6B;DLC1;SCGB3A1;IL7R;FGFR4;PF4
Neutrophil Migration (GO:1990266);13/51;2,51342511819916e-06;0,000160462350967136;13;0,254901960784314;EDN1;PLA2G1B;ITGB2;EMP2;PPBP;CXCL3;TREM1;CXCL5;JAML;CXCR1;CXCR2;PECAM1;PF4
Positive Regulation of Cytokine Production (GO:0001819);42/358;2,76448315724773e-06;0,000173447486365939;42;0,11731843575419;FCN1;ORM1;CLEC12A;PLA2G1B;FLT4;CXCL17;LPL;PTGS2;AIF1;AGER;LILRA5;C3;DUOX1;C5;HYAL2;IL6R;SPTBN1;CAMP;HLA-DPA1;CCBE1;EGR1;CD74;IL33;CHIA;FCER1G;CADM1;SLC11A1;RFTN1;LAPTM5;ALOX15B;SCIMP;HLA-E;FGR;IL6;CD4;TYROBP;PTPRC;RGCC;HLA-DPB1;TLR8;IL6ST;TLR4
Negative Regulation of Signal Transduction (GO:0009968);38/316;4,55578337002905e-06;0,000280991452263317;38;0,120253164556962;CX3CR1;PID1;HHIP;ARRB1;TREM2;ADRB2;GATA2;FSTL3;SOCS2;DLL4;RGS5;RGS2;WIF1;GPC3;SOSTDC1;TNS2;EGFL7;ANGPT1;GDF15;PDE2A;SPRY4;DCN;BMP5;APLN;NR4A2;BMP2;IL6;BPIFB1;PTPRC;MMRN1;TCIM;SFRP5;MMRN2;PPARG;AGTR2;CARD16;IL6ST;IL7R
Negative Regulation of Cell Population Proliferation (GO:0008285);44/391;4,83718019602855e-06;0,000293374978889131;44;0,112531969309463;KANK2;ACVRL1;BTG2;HPN;WWC2;TREM2;ADARB1;GATA2;AIF1;ETS1;DLL4;ADAMTS1;RPS6KA2;GPER1;ADAMTS8;IL6R;TNS2;CCL23;KRT4;ITGA1;SSTR1;TBX5;SMAD6;TENT5B;ALOX15B;BMP5;TGFBR3;KAT2B;RBP4;FABP3;AZGP1;BMP2;IL6;CLDN3;RGCC;DDAH1;SFRP5;DLC1;OGN;COL4A3;MMRN2;PPARG;ANG;IL6ST
Leukocyte Cell-Cell Adhesion (GO:0007159);11/39;5,11331680060314e-06;0,000305038685858932;11;0,282051282051282;SELP;ITGAM;ITGB2;ICAM2;PECAM1;OLR1;ITGAL;SELE;JAM2;ICAM1;FERMT3
Positive Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010744);8/20;5,48914250845457e-06;0,000322177251423648;8;0,4;MSR1;CSF1;PLA2G2A;AGTR1;LPL;CD36;ALOX15B;PF4
Positive Regulation of Cell-Substrate Adhesion (GO:0010811);15/72;6,588813977035e-06;0,000380582445435402;15;0,208333333333333;FGA;CSF1;MYOC;CCL21;FGG;NEDD9;EMP2;NDNF;NPNT;MYADM;AGR2;CASS4;CD36;UTRN;FERMT2
Positive Regulation of Cell-Matrix Adhesion (GO:0001954);12/48;7,59976824319406e-06;0,000432118072452862;12;0,25;CSF1;RRAS;CCL21;MYOC;CEACAM6;KDR;EMP2;CD36;TEK;PLPP3;UTRN;FERMT2
Positive Regulation of Leukocyte Chemotaxis (GO:0002690);13/57;9,51403108620968e-06;0,000532326644906793;13;0,228070175438596;CCR1;CSF1;RARRES2;CXCL17;NEDD9;VEGFD;FPR2;AIF1;IL6;CXCL12;CCL2;GAS6;IL6R
Hemopoiesis (GO:0030097);18/102;9,71954813654441e-06;0,000532326644906793;18;0,176470588235294;NOTCH4;ZBTB16;RTKN2;LMO2;TMEM190;RASGRP4;TGFBR2;FSTL3;TGFBR3;PTPRC;RRAS;TAL1;KDR;ANG;TEK;IL7R;EVI2B;CD34
