gene;ensembl_id;pval;pval_adj;logFC;direction
GPER1;ENSG00000164850;6,45354725466354e-17;1,61638846355178e-15;-1,4399544530342;down
TACC1;ENSG00000147526;6,87689782181865e-17;1,71430949747702e-15;-1,68925197244365;down
LPCAT1;ENSG00000153395;6,88543461780131e-17;1,71430949747702e-15;-2,17581727274827;down
BIN2;ENSG00000110934;7,06233622814278e-17;1,75487649386844e-15;-1,41772995651679;down
VAMP5;ENSG00000168899;7,1045850499815e-17;1,76305025318665e-15;-1,77099780876632;down
B4GALNT4;ENSG00000182272;7,15350170216162e-17;1,77276007311849e-15;2,40934312212515;up
H2AFX;ENSG00000188486;7,19694069569506e-17;1,78127826345519e-15;1,70803479473636;up
FAM111B;ENSG00000189057;7,31354637807932e-17;1,8077647916177e-15;1,91807273945578;up
ANOS1;ENSG00000011201;7,33589930733227e-17;1,81091502547407e-15;-2,21132178957314;down
GRHL1;ENSG00000134317;7,36585256527879e-17;1,81711919141482e-15;1,78308822307055;up
MAP3K8;ENSG00000107968;7,41890168929851e-17;1,82781372011835e-15;-1,33602814175266;down
DQX1;ENSG00000144045;7,87874355153129e-17;1,93352368603497e-15;1,45403658817028;up
EDN1;ENSG00000078401;8,0190713614403e-17;1,96540243803311e-15;-2,24164210050916;down
CTSS;ENSG00000163131;8,33769471733718e-17;2,03423561404547e-15;-2,07266542547494;down
CASKIN2;ENSG00000177303;8,40547100329223e-17;2,04944521002006e-15;-1,39863705236134;down
TBX2;ENSG00000121068;8,81848499332675e-17;2,14045583917226e-15;-1,85005940949242;down
C1orf198;ENSG00000119280;9,02103866580848e-17;2,18539879503631e-15;-1,3379910540622;down
TREM1;ENSG00000124731;9,33238481693849e-17;2,25502721586216e-15;-2,57052606850364;down
PLPP3;ENSG00000162407;9,34384920709858e-17;2,2563510305034e-15;-1,38014583173986;down
ZFP36;ENSG00000128016;9,52573259908232e-17;2,2973287928497e-15;-2,24908311238383;down
GADD45B;ENSG00000099860;9,54462749224486e-17;2,30041389590902e-15;-2,35469840539744;down
CLSTN1;ENSG00000171603;9,91870298885151e-17;2,38751921561148e-15;1,44080021457852;up
SAMHD1;ENSG00000101347;1,04653613210197e-16;2,50948979004985e-15;-1,65855037009949;down
AC027288.2;ENSG00000257604;1,06544270968436e-16;2,54530425120166e-15;-1,50833068480493;down
PLPP2;ENSG00000141934;1,08040618296849e-16;2,57270442621587e-15;1,85043981474511;up
AL031058.1;ENSG00000261189;1,0824220921329e-16;2,57587757341854e-15;1,64234271573669;up
GPRC5A;ENSG00000013588;1,15385616038939e-16;2,73723146418364e-15;-3,26351516042996;down
LSG1;ENSG00000041802;1,15838866186359e-16;2,74452926517587e-15;1,39461412790954;up
DOCK8;ENSG00000107099;1,2016023813607e-16;2,84155594513122e-15;-1,57477570953787;down
CAV1;ENSG00000105974;1,24393962903451e-16;2,93614929971546e-15;-3,19371590399861;down
CRYM;ENSG00000103316;1,26872851492009e-16;2,99091440712401e-15;-1,4919206256921;down
AC007405.3;ENSG00000239467;1,29748536901234e-16;3,05488513334916e-15;-1,60487536491725;down
AL445524.1;ENSG00000233461;1,31719873022843e-16;3,09936367889892e-15;1,5920438973212;up
SLC11A1;ENSG00000018280;1,32024798763915e-16;3,10460061722132e-15;-2,03153379090648;down
C1QTNF6;ENSG00000133466;1,32224521993522e-16;3,10735870108842e-15;1,6807281676844;up
HLA-DRB5;ENSG00000198502;1,33409306232864e-16;3,12740285973122e-15;-2,39040663865298;down
PTH1R;ENSG00000160801;1,39743628330944e-16;3,25967578585083e-15;-1,38034645217058;down
CHIA;ENSG00000134216;1,4327559825948e-16;3,33999608929568e-15;-1,60858176915209;down
KIAA1324L;ENSG00000164659;1,44547121052074e-16;3,36547481658921e-15;-1,41618648757564;down
PAPSS2;ENSG00000198682;1,45603485386916e-16;3,38797739608631e-15;-2,23195752788115;down
FRMD6;ENSG00000139926;1,48437612263765e-16;3,44329587340469e-15;1,85665125371876;up
MYO1F;ENSG00000142347;1,48386947047162e-16;3,44329587340469e-15;-1,41578436343996;down
OTX1;ENSG00000115507;1,5672979964202e-16;3,62005502298157e-15;1,74355194233594;up
KRT6B;ENSG00000185479;1,58096845374498e-16;3,64939411291593e-15;5,13804788938223;up
KCNQ1;ENSG00000053918;1,58859992377008e-16;3,66425915053045e-15;-1,83187080044651;down
PRAME;ENSG00000185686;1,58935235737294e-16;3,66425915053045e-15;3,31823097056596;up
ACP5;ENSG00000102575;1,62897145498638e-16;3,75330556208507e-15;-2,00862004395918;down
PPP1R15A;ENSG00000087074;1,67289757158636e-16;3,84043081369963e-15;-1,59521049401578;down
HLF;ENSG00000108924;1,70582462435993e-16;3,91125664326322e-15;-1,62819091944704;down
CAB39L;ENSG00000102547;1,73649917034262e-16;3,97433735434518e-15;-1,34051926302914;down
PPIF;ENSG00000108179;1,74947404152217e-16;4,00160339776567e-15;1,60996056434596;up
APOL3;ENSG00000128284;1,80158604709497e-16;4,10585163514177e-15;-1,70212099097535;down
NOTCH3;ENSG00000074181;1,82704378918362e-16;4,1613544189291e-15;1,49909425769121;up
CCBE1;ENSG00000183287;1,8563609903209e-16;4,22557533394605e-15;-1,82678303155443;down
CCL14;ENSG00000276409;1,87306326604352e-16;4,25845113471113e-15;-1,3576510350284;down
E2F1;ENSG00000101412;1,88938723254829e-16;4,29038865848841e-15;1,51969203409334;up
SPI1;ENSG00000066336;1,89680149184965e-16;4,30204165073842e-15;-2,06336242182839;down
CHI3L2;ENSG00000064886;1,90643540077423e-16;4,31869485770339e-15;-2,65546698055818;down
TBL1XR1;ENSG00000177565;1,92885866075382e-16;4,36686649952643e-15;1,32829688635255;up
CST6;ENSG00000175315;1,93860051569366e-16;4,37840302211339e-15;-2,20266867185397;down
GPT2;ENSG00000166123;2,0315650332247e-16;4,56920309829387e-15;1,69456102319249;up
FOSB;ENSG00000125740;2,09072565019066e-16;4,69385964168774e-15;-3,84158835051727;down
RAPGEFL1;ENSG00000108352;2,15892021540086e-16;4,84119556927635e-15;2,31569052109943;up
DOCK11;ENSG00000147251;2,1608817142954e-16;4,84271321167451e-15;-1,49683824661494;down
VPS9D1-AS1;ENSG00000261373;2,16486862380915e-16;4,848765464913e-15;1,85846538885822;up
BIK;ENSG00000100290;2,22291574915613e-16;4,96108994460867e-15;1,9913964536864;up
TRIM22;ENSG00000132274;2,27879949917047e-16;5,0707997119971e-15;-1,46678687005631;down
GRHL3;ENSG00000158055;2,4290036416979e-16;5,3859583690472e-15;2,46839826517389;up
ITGAL;ENSG00000005844;2,4464656087143e-16;5,41507166943704e-15;-1,87547754874367;down
FAM83F;ENSG00000133477;2,45916313012753e-16;5,43684188798577e-15;1,52064369194536;up
SCGB3A2;ENSG00000164265;2,46281428073588e-16;5,44172240986747e-15;-4,3109275565191;down
LIFR;ENSG00000113594;2,50863002625728e-16;5,5397076063133e-15;-2,00142044102365;down
CKAP5;ENSG00000175216;2,53754542249147e-16;5,59372951466759e-15;1,33243846970839;up
FBXO32;ENSG00000156804;2,55547507744371e-16;5,62996101953482e-15;1,60030818886304;up
HSPE1;ENSG00000115541;2,60210153419987e-16;5,72264978597806e-15;1,42273042638055;up
TPPP3;ENSG00000159713;2,63950238599487e-16;5,79138780209992e-15;-2,96427231098674;down
SLC16A1;ENSG00000155380;2,67150212201206e-16;5,8514587605776e-15;2,28965760512584;up
IL1RL1;ENSG00000115602;2,71719818509288e-16;5,93079244858577e-15;-2,48770109941604;down
TSC22D3;ENSG00000157514;2,76632966998355e-16;6,03453685821932e-15;-1,85039555117044;down
NOP2;ENSG00000111641;2,77143503350761e-16;6,04217718843663e-15;1,37256883208353;up
CD69;ENSG00000110848;2,85897732040717e-16;6,21506055898203e-15;-1,95121344928413;down
UTRN;ENSG00000152818;2,93203701730562e-16;6,36287480525823e-15;-1,48398735782707;down
FLT4;ENSG00000037280;2,95069072007008e-16;6,39967127117617e-15;-1,52273655444539;down
CPA3;ENSG00000163751;3,00304815707847e-16;6,50200461120465e-15;-2,57542643924333;down
MELTF;ENSG00000163975;3,10260188863644e-16;6,70599645597193e-15;2,33436095685376;up
RHNO1;ENSG00000171792;3,1367643763715e-16;6,77206948266458e-15;1,34239413215967;up
CBX2;ENSG00000173894;3,18026220131407e-16;6,85420146818376e-15;1,89455468733434;up
DDX39A;ENSG00000123136;3,19698609234026e-16;6,88630804290092e-15;1,32692770502034;up
RCSD1;ENSG00000198771;3,52088518113425e-16;7,54089584675315e-15;-1,45310326516073;down
PMP22;ENSG00000109099;3,6689240719157e-16;7,82240344405329e-15;-1,53942738081385;down
ITGA1;ENSG00000213949;3,73505172483016e-16;7,95889060302278e-15;-1,3664192519478;down
TP63;ENSG00000073282;3,78160418326053e-16;8,05353501062178e-15;3,96437090964827;up
SNHG1;ENSG00000255717;3,86736246386261e-16;8,22223508602939e-15;1,35360926450887;up
FAT2;ENSG00000086570;3,96385616336678e-16;8,40841632403549e-15;2,95688576785286;up
F12;ENSG00000131187;3,96230741171375e-16;8,40841632403549e-15;1,53286483147741;up
HPRT1;ENSG00000165704;4,15042588738925e-16;8,77455433679964e-15;1,48112725663431;up
RBP2;ENSG00000114113;4,18778228831467e-16;8,84361083238215e-15;-1,57746941740452;down
BANK1;ENSG00000153064;4,24599667375687e-16;8,96152545449413e-15;-1,33119185129074;down
WASF1;ENSG00000112290;4,28765502350075e-16;9,0443847851629e-15;1,80238346430219;up
NTN4;ENSG00000074527;4,31159325896079e-16;9,08030815607564e-15;-2,27939684211331;down
EGLN3;ENSG00000129521;4,34886004695012e-16;9,14789505969782e-15;2,29075037232306;up
SMC2;ENSG00000136824;4,37878677671253e-16;9,20570928879971e-15;1,44443984438066;up
HPGD;ENSG00000164120;4,42276863487979e-16;9,29299128716799e-15;-2,58908778300204;down
HOXC13;ENSG00000123364;4,60321409847423e-16;9,63989752455478e-15;1,55043509728381;up
MGP;ENSG00000111341;4,95936431045802e-16;1,03455029154795e-14;-2,65205728590382;down
CALML3;ENSG00000178363;4,96406101967072e-16;1,03495730163987e-14;4,7516497036451;up
AGTR2;ENSG00000180772;5,05784657400373e-16;1,05160246335946e-14;-2,49247786947162;down
B3GNT7;ENSG00000156966;5,09209565838391e-16;1,05813972349935e-14;-2,10443604896442;down
TENM4;ENSG00000149256;5,15104159362909e-16;1,06920987264234e-14;1,42588372690533;up
S100A4;ENSG00000196154;5,21599264348072e-16;1,08090622702587e-14;-2,13215549555133;down
NR4A1;ENSG00000123358;5,2418687219797e-16;1,08507546114786e-14;-2,65976883188072;down
PSMG3;ENSG00000157778;5,38165297355689e-16;1,11217877652537e-14;1,3292708373313;up
PHGDH;ENSG00000092621;5,39758358990956e-16;1,11424925203527e-14;1,93833269758995;up
FLRT3;ENSG00000125848;5,65809092462227e-16;1,16611119411502e-14;-2,48781393256742;down
SMO;ENSG00000128602;5,83734316469457e-16;1,20106662759193e-14;1,8218219540379;up
EPHA1;ENSG00000146904;6,07848430556757e-16;1,24594054322115e-14;1,37499987933751;up
MRPL47;ENSG00000136522;6,09573783701038e-16;1,24780521956756e-14;1,4461496496849;up
SLC5A6;ENSG00000138074;6,09751217520479e-16;1,24780521956756e-14;1,46526646846317;up
PXMP4;ENSG00000101417;6,12550564998103e-16;1,2528536922194e-14;-1,42435098342335;down
RASIP1;ENSG00000105538;6,31644820689768e-16;1,28910944861401e-14;-1,72863201641923;down
ACSL5;ENSG00000197142;6,52065185404206e-16;1,32862687371954e-14;-2,09322565481754;down
ATP11B;ENSG00000058063;6,55384525629102e-16;1,33466881110692e-14;1,33991513963087;up
MVB12B;ENSG00000196814;7,27376735730041e-16;1,47411107813677e-14;-1,36855060185296;down
COL10A1;ENSG00000123500;7,34254405063127e-16;1,48724985485516e-14;2,63424484807805;up
SLC7A7;ENSG00000155465;7,66855375204232e-16;1,54829209257223e-14;-1,76464799802886;down
NCMAP;ENSG00000184454;7,72025321801142e-16;1,55706230632927e-14;-1,50809853833023;down
HLA-DRB1;ENSG00000196126;7,97818512731132e-16;1,60393433799467e-14;-2,29634123377918;down
PPIAP39;ENSG00000230018;8,22469860857269e-16;1,64734332651513e-14;-1,69071132546228;down
JUND;ENSG00000130522;8,41410633114193e-16;1,68259808038406e-14;-1,48073300549486;down
MYL9;ENSG00000101335;8,54099480412244e-16;1,70616215761206e-14;-1,82567533747082;down
MRPL36;ENSG00000171421;8,62432974039026e-16;1,72098522797253e-14;1,41162535880631;up
LINC01836;ENSG00000267530;9,07042482315582e-16;1,80522525717454e-14;-1,38713809441063;down
PIGX;ENSG00000163964;9,43511744628141e-16;1,87187764282936e-14;1,65986503164109;up
KDR;ENSG00000128052;9,57545737446808e-16;1,89578963392859e-14;-1,88626478102631;down
AL355338.1;ENSG00000274605;9,57576193924935e-16;1,89578963392859e-14;1,62507986313013;up
EVI2B;ENSG00000185862;9,69425090176017e-16;1,91522425441221e-14;-1,94901162688659;down
LMCD1;ENSG00000071282;9,7606904053515e-16;1,92633102005091e-14;-1,35751327998883;down
ARHGAP30;ENSG00000186517;1,01525583773762e-15;1,9973939876576e-14;-1,4575565458143;down
IL33;ENSG00000137033;1,04459440332504e-15;2,05297111748371e-14;-2,51571089995235;down
ADARB1;ENSG00000197381;1,04894835084137e-15;2,06045378243697e-14;-1,41782944678397;down
TYROBP;ENSG00000011600;1,05968837894765e-15;2,08046632523081e-14;-2,19208950147697;down
PDE5A;ENSG00000138735;1,09014186078602e-15;2,13691614364685e-14;-1,36425638319497;down
AP001453.2;ENSG00000256940;1,10794258884707e-15;2,16955303306963e-14;1,50327338136523;up
CTSW;ENSG00000172543;1,16432151544214e-15;2,27758689800682e-14;-1,80044976433276;down
CRABP2;ENSG00000143320;1,171661466353e-15;2,29075617085976e-14;3,43136428465836;up
PTGDS;ENSG00000107317;1,18729483534086e-15;2,31531706250251e-14;-2,99393638710998;down
SBSPON;ENSG00000164764;1,19818680699179e-15;2,33293655421258e-14;-1,33692290801838;down
BCL11A;ENSG00000119866;1,21711477492159e-15;2,36660762780539e-14;1,77333679472386;up
COL11A1;ENSG00000060718;1,24327287605653e-15;2,41448588680839e-14;2,94089282155256;up
TMC5;ENSG00000103534;1,27095517189787e-15;2,46570536308235e-14;-2,06853578498888;down
CHIAP2;ENSG00000203878;1,3381092761525e-15;2,58160277929002e-14;-2,11592783081533;down
PROM2;ENSG00000155066;1,42224678830658e-15;2,73528534108247e-14;2,41575666379615;up
RFTN1;ENSG00000131378;1,45629249715095e-15;2,7979075270186e-14;-1,68855515151704;down
TMEM117;ENSG00000139173;1,48611740145901e-15;2,8465038337397e-14;1,53735591286366;up
PDE2A;ENSG00000186642;1,49662849432037e-15;2,86518085796883e-14;-1,33307722161277;down
MRPS12;ENSG00000128626;1,50508101153386e-15;2,87843879907503e-14;1,35164060305071;up
ETNK2;ENSG00000143845;1,56809400212076e-15;2,99287612202239e-14;1,34818393334012;up
HLA-DOA;ENSG00000204252;1,66077443854518e-15;3,15221009370395e-14;-1,98523013238753;down
TNFAIP8L2;ENSG00000163154;1,71679024703399e-15;3,25034697950509e-14;-1,5061699844592;down
ARC;ENSG00000198576;1,72344523926798e-15;3,26130864930755e-14;-1,51813583703808;down
CYBB;ENSG00000165168;1,74301113529972e-15;3,29667861239954e-14;-2,12975332281576;down
TRPC6;ENSG00000137672;1,74964655835136e-15;3,3075690580268e-14;-1,51195483657068;down
PTHLH;ENSG00000087494;1,81113435193585e-15;3,41524309135678e-14;3,69607838881316;up
DNASE1L3;ENSG00000163687;1,81813785496028e-15;3,42673532213639e-14;-2,0101506796425;down
RAC3;ENSG00000169750;1,83206701801073e-15;3,4443773687738e-14;1,93783609699082;up
KRT15;ENSG00000171346;1,87201056370218e-15;3,51071831834596e-14;4,04137606512023;up
GLRX;ENSG00000173221;1,88644729641012e-15;3,53252016086335e-14;-1,3651064464973;down
PCDH17;ENSG00000118946;1,91487138646308e-15;3,57863544435924e-14;-1,44006645895573;down
SLC44A4;ENSG00000204385;1,95051875302676e-15;3,63716124217449e-14;-2,51594489409788;down
RN7SL8P;ENSG00000243352;1,95101207896984e-15;3,63716124217449e-14;-1,41984053997548;down
LAMB2;ENSG00000172037;1,9668993324465e-15;3,66496640319184e-14;-1,40084989333577;down
EFEMP1;ENSG00000115380;1,99812228129376e-15;3,71579770070884e-14;-2,19952172143756;down
METTL7A;ENSG00000185432;2,00596176072833e-15;3,72486347638692e-14;-2,11390342706068;down
ABCC5;ENSG00000114770;2,03799207924328e-15;3,77875609577351e-14;2,25833936092983;up
ANKRD29;ENSG00000154065;2,06728578391713e-15;3,82554431147551e-14;-1,93337081268228;down
CD101;ENSG00000134256;2,12091784352679e-15;3,91901951528148e-14;-1,33823699241496;down
STXBP6;ENSG00000168952;2,26434937423622e-15;4,16770750301926e-14;-1,72285147198563;down
AC006206.2;ENSG00000256417;2,29023852570586e-15;4,21124591348695e-14;1,34727793073524;up
MYO5C;ENSG00000128833;2,30109723521998e-15;4,22708870768115e-14;-1,39182639020351;down
SLCO2B1;ENSG00000137491;2,30990929974037e-15;4,24120950091151e-14;-2,02560794828306;down
SNTB1;ENSG00000172164;2,35949783623437e-15;4,32383427014363e-14;-1,50918151814226;down
HLA-DPA1;ENSG00000231389;2,57089202211806e-15;4,67485647726678e-14;-2,14442260490999;down
AC009093.3;ENSG00000260908;2,59994046391585e-15;4,7208456544946e-14;-2,17433881571455;down
LINC02562;ENSG00000260265;2,6124765581172e-15;4,74132421079575e-14;1,93077944265345;up
PFN2;ENSG00000070087;2,67180981323198e-15;4,83968625227196e-14;2,3022629027671;up
STMN1;ENSG00000117632;2,68724857394947e-15;4,86297815626621e-14;1,60391151718241;up
KIAA0040;ENSG00000235750;2,6868689013048e-15;4,86297815626621e-14;-1,44253344719792;down
TMEM158;ENSG00000249992;2,7842459289029e-15;5,02644397940589e-14;2,12413807692052;up
TPSAB1;ENSG00000172236;2,83083734118249e-15;5,10322398736843e-14;-2,24924184066834;down
KLF15;ENSG00000163884;2,8697271035142e-15;5,16203616833649e-14;-1,62554420345694;down
SOX2;ENSG00000181449;2,87403363639547e-15;5,16380828998699e-14;3,62585943594511;up
NET1;ENSG00000173848;2,90160794860875e-15;5,21086763329237e-14;1,42328069608423;up
MTURN;ENSG00000180354;3,20941451547403e-15;5,71733838189005e-14;-1,45157082360358;down
KCNJ8;ENSG00000121361;3,35082616089463e-15;5,95799019504354e-14;-1,5530220336526;down
C16orf54;ENSG00000185905;3,37001104061786e-15;5,98927704743471e-14;-1,49779489567164;down
SLCO4C1;ENSG00000173930;3,37699811334461e-15;5,99886634696159e-14;-1,54908509762783;down
NCBP2-AS2;ENSG00000270170;3,53941277028815e-15;6,26376358572825e-14;1,40020603668524;up
CERS3;ENSG00000154227;3,59418015798314e-15;6,35770159808422e-14;2,27430125030125;up
MIR4653;ENSG00000264425;3,73002086355068e-15;6,58557173749363e-14;1,83704651034645;up
TTYH3;ENSG00000136295;3,77637573131584e-15;6,65500155175084e-14;1,45327566464301;up
PLEKHB1;ENSG00000021300;4,08651454248548e-15;7,16470538041815e-14;-1,70309821045338;down
GATA2;ENSG00000179348;4,24259318677594e-15;7,40734368575818e-14;-1,7824483245085;down
CFI;ENSG00000205403;4,39372254642057e-15;7,6641078846517e-14;-1,62597081691766;down
TGM2;ENSG00000198959;4,41174762434308e-15;7,67924708371555e-14;-2,16140244506309;down
MMP1;ENSG00000196611;4,4649481389035e-15;7,75604700903075e-14;4,21902671797645;up
SERPINA1;ENSG00000197249;4,49000598220044e-15;7,79239297877742e-14;-3,13554670840331;down
SFTPB;ENSG00000168878;4,59107114953447e-15;7,95314462232085e-14;-5,81641252944141;down
BRI3BP;ENSG00000184992;4,71073671640147e-15;8,14546883141071e-14;1,34165777450504;up
TGFBR3;ENSG00000069702;4,82927635479055e-15;8,33133053518671e-14;-1,72838624295836;down
C9orf152;ENSG00000188959;5,07591879882468e-15;8,73683831605919e-14;-1,76568253929221;down
PLAU;ENSG00000122861;5,25312115692734e-15;9,00483865440546e-14;2,37730816962349;up
IGF2BP3;ENSG00000136231;5,29171697242798e-15;9,06687596707603e-14;1,67874272321533;up
ZNF367;ENSG00000165244;5,56730176642381e-15;9,51743492450546e-14;1,41406093027306;up
GJB6;ENSG00000121742;5,8185727702584e-15;9,91551087589921e-14;4,11100796136835;up
PIFO;ENSG00000173947;5,87165663646565e-15;1,00014503800982e-13;-1,92945204587027;down
PTPRF;ENSG00000142949;6,00096208938373e-15;1,01986594210694e-13;1,34132605699365;up
HLA-DQB1;ENSG00000179344;6,0187709636244e-15;1,02151090262864e-13;-2,04186915574031;down
SHROOM3;ENSG00000138771;6,28483445749458e-15;1,06236248822986e-13;-1,43572430847252;down
COL17A1;ENSG00000065618;6,40541779732328e-15;1,08129074729109e-13;3,7852098379776;up
C5;ENSG00000106804;6,42843885992151e-15;1,08469114961836e-13;-1,38359310490173;down
NCKAP1L;ENSG00000123338;6,80797061139274e-15;1,14565380444843e-13;-1,58316060504956;down
HSPB1;ENSG00000106211;6,83141163988941e-15;1,1490855054245e-13;1,71549240993079;up
LGR4;ENSG00000205213;7,01523789540727e-15;1,1763318170257e-13;1,58393622580896;up
THEMIS2;ENSG00000130775;7,21600367532233e-15;1,20570593325033e-13;-1,56947201750999;down
SORD;ENSG00000140263;7,31508357998848e-15;1,22009767941445e-13;1,46214720162706;up
SOX12;ENSG00000177732;7,49505681145569e-15;1,24845853516492e-13;1,52607779739307;up
AL161785.1;ENSG00000224307;7,6764053290727e-15;1,27483159248189e-13;-1,3411965181888;down
MTHFD2;ENSG00000065911;7,76465417278267e-15;1,28710923062024e-13;1,62786231267611;up
AC129492.1;ENSG00000179094;7,80902652131133e-15;1,29389562514651e-13;-1,60252792942275;down
SLA;ENSG00000155926;7,92913245967699e-15;1,31206605824198e-13;-1,52619574705826;down
MELTF-AS1;ENSG00000228109;7,98345422666169e-15;1,31989608365795e-13;1,47348406408225;up
NPNT;ENSG00000168743;8,18643991572108e-15;1,34990311733642e-13;-1,96792311955763;down
HLA-DRB6;ENSG00000229391;8,21105130176165e-15;1,35336938705687e-13;-2,16527756638602;down
HMGB2;ENSG00000164104;8,21574823837008e-15;1,35355170386958e-13;1,32499868182677;up
PLEK2;ENSG00000100558;8,43919870857426e-15;1,38854471985904e-13;2,10647523096103;up
EEF1A1P5;ENSG00000196205;8,46311194159486e-15;1,39126473893772e-13;-1,92974465299366;down
IFITM2;ENSG00000185201;8,52680904105589e-15;1,40051445229892e-13;-1,50446509914081;down
AKR1B10;ENSG00000198074;8,94210367181933e-15;1,46489612303012e-13;4,47536442656443;up
FST;ENSG00000134363;9,10158872138478e-15;1,48972812354581e-13;2,2843906451486;up
HLA-DPB1;ENSG00000223865;9,3421269828117e-15;1,52446526674064e-13;-2,05665086368411;down
PRF1;ENSG00000180644;9,36462054619265e-15;1,5268138905222e-13;-1,76929646818191;down
DGKA;ENSG00000065357;9,39378189595421e-15;1,53090621948981e-13;1,32462294700527;up
HSPB8;ENSG00000152137;9,58226365909025e-15;1,56094826546848e-13;-2,00753120995892;down
SCEL;ENSG00000136155;9,82853681504432e-15;1,59761403727079e-13;-2,78245595008329;down
DNALI1;ENSG00000163879;1,00881878481183e-14;1,63418238476501e-13;-2,00906003872081;down
GIMAP2;ENSG00000106560;1,1125931239512e-14;1,78997856625439e-13;-1,39448320009014;down
RARRES3;ENSG00000133321;1,11973301053593e-14;1,79929994804315e-13;-1,91495491637157;down
PRR15L;ENSG00000167183;1,11981898875427e-14;1,79929994804315e-13;-2,30762236624934;down
ADAM12;ENSG00000148848;1,12380195125913e-14;1,8049303175421e-13;1,8662707498902;up
JAG1;ENSG00000101384;1,13776384800501e-14;1,82579856324175e-13;1,95839480825647;up
SORT1;ENSG00000134243;1,14211451243568e-14;1,83200027856438e-13;-1,38762094541263;down
SERPING1;ENSG00000149131;1,183557799978e-14;1,89364224406498e-13;-1,73950327902224;down
IRF8;ENSG00000140968;1,18425417023822e-14;1,8939525221523e-13;-1,57096396642571;down
SH3BGRL2;ENSG00000198478;1,18967902592056e-14;1,90020978313879e-13;-1,42049278415649;down
LMO2;ENSG00000135363;1,19454415115516e-14;1,90636502022836e-13;-1,63792564230841;down
SCNN1B;ENSG00000168447;1,22670505254851e-14;1,95520705944254e-13;-2,31464985549856;down
HPN;ENSG00000105707;1,25855953431029e-14;2,00090264216898e-13;-1,77631847488824;down
DUOX1;ENSG00000137857;1,29089389476357e-14;2,04971547443609e-13;-1,90188930926758;down
KRT14;ENSG00000186847;1,31106177462033e-14;2,07998626238693e-13;5,34222845623111;up
SPOCK1;ENSG00000152377;1,31321627248304e-14;2,08252786669114e-13;1,72357956901972;up
DLX5;ENSG00000105880;1,33866084306595e-14;2,11664515433604e-13;2,49114772262733;up
PPARG;ENSG00000132170;1,37753580515504e-14;2,1744644964539e-13;-1,83649299222949;down
SRGN;ENSG00000122862;1,40970535583842e-14;2,22245267203385e-13;-1,93804635358621;down
MSRB3;ENSG00000174099;1,41459275970757e-14;2,2292255048987e-13;-1,60504860702798;down
JDP2;ENSG00000140044;1,45190775873567e-14;2,28516338060714e-13;-1,3362301856803;down
RBP4;ENSG00000138207;1,51277276755874e-14;2,37204531918164e-13;-2,69562817929187;down
SLC40A1;ENSG00000138449;1,56468671744969e-14;2,44429613817929e-13;-1,75503368651603;down
NCF2;ENSG00000116701;1,60758812996335e-14;2,5040510148334e-13;-1,7282378260005;down
DEPP1;ENSG00000165507;1,64025405263281e-14;2,55071685288753e-13;-2,1421227734199;down
ADAMTSL4;ENSG00000143382;1,6598127730174e-14;2,57794159369142e-13;-2,00346174024154;down
HLA-DRA;ENSG00000204287;1,73172747696304e-14;2,68300317485088e-13;-2,25062252300439;down
TMEM14A;ENSG00000096092;1,77801858747374e-14;2,74794631631089e-13;1,32228609945887;up
MYH11;ENSG00000133392;1,79557841791562e-14;2,77054148437697e-13;-2,27060027766241;down
CERCAM;ENSG00000167123;1,82623908763659e-14;2,81439421130259e-13;1,4612366842895;up
PLA1A;ENSG00000144837;1,87336459789467e-14;2,88112927448551e-13;-1,92091635996749;down
SLIT2;ENSG00000145147;1,93275654402078e-14;2,96883691633511e-13;-1,77286212076182;down
MS4A4A;ENSG00000110079;1,93647309234544e-14;2,97333414321635e-13;-1,70938065563034;down
GPSM3;ENSG00000213654;1,96813125146213e-14;3,01825498469751e-13;-1,50336080014552;down
ZNF703;ENSG00000183779;1,99479034615349e-14;3,05292822161006e-13;1,68622747362813;up
ETV1;ENSG00000006468;2,02789806663393e-14;3,09982228798727e-13;-1,54717109124871;down
C8B;ENSG00000021852;2,04362732759389e-14;3,12140655133339e-13;-1,90993033499016;down
MDFI;ENSG00000112559;2,04367459044723e-14;3,12140655133339e-13;1,69145102146012;up
BTBD11;ENSG00000151136;2,05077683630624e-14;3,12871024262339e-13;1,49452059846333;up
TPSB2;ENSG00000197253;2,05094654716074e-14;3,12871024262339e-13;-2,18111505516598;down
F2RL3;ENSG00000127533;2,14049281683894e-14;3,25608864934398e-13;-1,34528297899725;down
LINC02016;ENSG00000244215;2,2177853802435e-14;3,36687152268541e-13;-1,54070070926881;down
TRPV4;ENSG00000111199;2,2354860384389e-14;3,39101192027985e-13;1,54232012895047;up
AQP9;ENSG00000103569;2,2391213523443e-14;3,39516007146494e-13;-1,7711207346575;down
SERPINB6;ENSG00000124570;2,26366461598632e-14;3,42548525490183e-13;-1,33557218936151;down
SLCO2A1;ENSG00000174640;2,28399605099362e-14;3,45486481309007e-13;-2,48164247256351;down
OLFML1;ENSG00000183801;2,39595908109049e-14;3,61118262941647e-13;-1,39416134365308;down
ELN-AS1;ENSG00000232415;2,46973659324332e-14;3,71495294821656e-13;-1,80757763074882;down
CKS2;ENSG00000123975;2,50595872096065e-14;3,76643197713762e-13;1,7163179750775;up
